name,prefix,alias
El Dorador,null,Colegio
Príncipe Don Juan,null,Escuela Infantil
Ca N'oriol,null,Colegio
Carrechiquilla,null,Colegio
Hermano Pedro,null,Colegio
Garabatos,"CENTRE PRIV. ED. INF. 1er CICLE ",Escuela Infantil
Parayas,null,Colegio
El Somni,"CEE PÚB. ",Colegio
Les Basses,null,Colegio
O Pedroso,null,Instituto
Santa Isabel,null,Instituto
De Figueres,null,Instituto
Bergidum,null,Colegio
De Panxón,null,Instituto
La Granja,null,Colegio
Reino De Tule,null,Colegio
La Encarnación,"CEE PÚB. ",Colegio
Provincial Princesa Sofía,null,Colegio
Para Niños Autistas,null,Colegio
Castilla,null,Instituto
Profesor Sebastián Burgos,"CEE PÚB. ",Colegio
Mare De Déu Del Mont,null,Colegio
Bios,null,Instituto
Comarcal Enric Valor,"CEE PÚB. ",Colegio
Cruz De Mayo,null,Instituto
De Lleida,null,Instituto
Centre De Formació I Treball Flor De Maig,null,Colegio
Fuenteminaya,null,Colegio
C.e.e. San Cristóbal,null,Escuela Infantil
Enrique Viviente,null,Colegio
Sta.maria Del Yermo,null,Instituto
La Alegría,null,Instituto
Virgen De La Luz,"CEE PÚB. ",Colegio
Kid's Garden,null,Escuela Infantil
Virgen De La Esperanza,"CEE PÚB. ",Colegio
Veo-veo,null,Escuela Infantil
Antonio Tomillo,null,Instituto
Chacona,null,Colegio
Inés Fuentes Y González De Aledo,null,Colegio
Josep Sol I Rodríguez,null,Colegio
Pont Del Dragó,null,Colegio
Rincón De Goya,null,Colegio
Vall Blanca,"CEE PÚB. ",Colegio
Tangram,null,Instituto
General D'estudis,null,Instituto
Juan Xxiii-c.de Epa,null,Instituto
Codef,null,Instituto
El Redentor,null,Colegio
Academia El Temple,null,Colegio
Peñascal Milani,null,Instituto
Centre Tècnic Vallès,null,Instituto
Sto.tomas De Villanueva-c.de Epa,null,Instituto
Cetuc,null,Instituto
Nuestra Señora de Las Nieves,null,Colegio
Ecca,null,Colegio
Estudios Vertice-c.de Epa,null,Instituto
Circulo Ecca (radio Ecca),null,Instituto
Centro De Estudios Aula,null,Instituto
Oscus-c.de Epa,null,Instituto
Centro De Estudios Tesis.c.de Epa,null,Instituto
Escola Obradoiro De Restauracion C.epa,null,Instituto
Ensino,null,Instituto
Audiogil Adultos,"CENTRE DOCENT PRIVAT FPA  ",Instituto
Adunare-valdefierro,null,Instituto
Centre Tècnic D'automoció,null,Instituto
Centro De Estudios Ábaco C.de Epa,null,Instituto
Les Astes,null,Instituto
Las Rosas,null,Instituto
Academia Tema,null,Instituto
Méndez Nuñez-c.de Epa,null,Instituto
San Pablo-c.de Epa,null,Instituto
Cristo Crucificado,null,Instituto
Martínez Y Hernández,null,Instituto
Aies,null,Instituto
Escola Tècnica Girona,null,Instituto
Triangle,null,Instituto
Academia Exito-c.de Epa,null,Instituto
Oscus-c.de Epa,null,Colegio
Academia R.arellano-c.de Epa,null,Instituto
Centro De Estudios Estela-c.de Epa,null,Instituto
Estudi 6 Centre De Formació,null,Instituto
Escola D'adults Acidh,null,Instituto
Col·legi Salesià,null,Instituto
Academia Trinidad -c.de Epa,null,Instituto
Academia Molinuevo-c.de Epa,null,Colegio
"Cfit,centre De Formació I Investigacions Tecnològ.",null,Instituto
Violetas,null,Colegio
D'igualada,null,Instituto
Adunare-delicias,null,Instituto
Acis,null,Instituto
Novatècnica,null,Instituto
Centro De Estudios V.g.,null,Instituto
Arrandi-c.de Epa,null,Colegio
De Huesca,null,Instituto
Cesco C.de Epa,null,Instituto
Formemp,null,Instituto
Centro De Estudios Sar -c.de Epa,null,Instituto
O Castelo-c.de Epa,null,Instituto
Central Academia,null,Colegio
Gremial D'electricitat I Fontaneria De Barcelona,null,Instituto
Cruz Roja Española,"CENTRE DOCENT PRIVAT FPA ",Instituto
Academia Logos-c.de Epa,null,Instituto
Academia Sanjurjo-c.de Epa,null,Instituto
Gallego,null,Instituto
De Sant Cugat Del Vallès,null,Instituto
Academia Duarte-c.de Epa,null,Instituto
Campus 25,null,Instituto
C.de Epa Rondilla,null,Instituto
Lingo Món,null,Instituto
El Pla,null,Instituto
D'olot,null,Instituto
Academia Didáctica Centro De Epa,null,Instituto
Acció 90,null,Instituto
Alcon,null,Instituto
Academia Exito C.de Epa,null,Instituto
Aites,null,Instituto
Del Berguedà,null,Instituto
Academia Master-c.de Epa,null,Instituto
Virgen De La Cabeza,null,Colegio
Formació Pel Desenvolupament Professional Aula S.l,null,Instituto
Escola Obradoiro Restauracion Combarro,null,Instituto
Algeciras,null,Instituto
Fundació Mil.lenari,null,Instituto
Centro De Estudios Deusto-c.de Epa,null,Colegio
Haypo-c.de Epa,null,Colegio
Educapractic,null,Instituto
Centre D'estudis Vilafranca Excellens,null,Instituto
Escuela Politécnica Balear,null,Instituto
Uni-tec,null,Instituto
Lo Pont,null,Instituto
Academia Anxu-c.de Epa,null,Instituto
Casa De Los Obreros De San Vicente Ferrer,CENTRE DOCENT PRIVAT FPA CASA DE LOS OBREROS S.VTE. FERRER,Instituto
Pons,null,Instituto
Inav,null,Instituto
Abaco-c.de Epa,null,Instituto
El Aguila C.de Epa,null,Instituto
Academia Marte-c.de Epa,null,Instituto
San José Obrero,null,Colegio
Ceop,null,Instituto
Montessori-c.de Epa,null,Instituto
Centro Estudios Tag.-c.de Epa,null,Instituto
Aesform,null,Instituto
Campus De Formació,null,Instituto
Academia Rubalcava,null,Instituto
Academia Garcia-c.de Epa,null,Instituto
Gallego C.de Epa,null,Instituto
Bermar-c.de Epa,null,Colegio
Juan De Alcaudete,null,Instituto
Municipal De Godelleta,"CENTRO FPA ",Instituto
La Gomera,null,Instituto
Santa Inés,null,Instituto
Lloret De Mar,null,Instituto
Río Tarafa,"CENTRO PÚBLICO FPA ",Instituto
Francesc Bosch I Morata,"CENTRE PÚBLIC FPA ",Instituto
Láchar-peñuelas,null,Instituto
Municipal De Bétera,"CENTRE FPA ",Instituto
Inspector Francisco Poveda Díaz,null,Instituto
La Seu D'urgell,null,Instituto
Sierra De Aroche,null,Instituto
Municipal Rico Sapena,"CENTRE FPA ",Instituto
Centro Público De Educación De Personas Adultas De Verín,null,Colegio
Germà Colon,"CENTRE PÚBLIC FPA ",Instituto
Benaocaz,null,Instituto
De Daroca,null,Instituto
Río De La Cueva,null,Instituto
Alfayat,null,Instituto
Sant Feliu De Guíxols,null,Instituto
"Municipal José García, El Mestre","CENTRE FPA ",Instituto
De Educación Secundaria De Navarra De Personas Adultas félix Urabayen,null,Instituto
Iturribide,null,Instituto
El Roure Gros,null,Instituto
Guaro,null,Instituto
Montemayor(arroyomolinos De León-cañaveral De León),null,Instituto
Pla De Besòs,null,Instituto
La Cooperativa,null,Instituto
María Zambrano(bobadilla),null,Instituto
Torremolinos,null,Instituto
Aula De Guadalupe,null,Instituto
De Rubielos De Mora,null,Instituto
Villanueva De San Juan,null,Instituto
Barrio Alto,null,Instituto
La Muralla,null,Instituto
Río Genal,null,Instituto
Sant Roc,null,Instituto
Real Aquende,null,Instituto
De Tudela De Duero,null,Colegio
Madrid,null,Instituto
Torres De Hamdón,null,Instituto
G.a. Becquer,null,Instituto
Aula De Educación De Adultos De Villamayor De Santiago,null,Instituto
De Andorra,null,Instituto
Municipal De Cortes De Arenosos-s.vte.piedrahita,null,Instituto
Casa Chaida,null,Instituto
Benamargosa,null,Instituto
Aula De Madroñera,null,Instituto
Puerta De Mágina(bedmar Y Garcíez-jimena),null,Instituto
Municipal D'albalat Dels Sorells,"CENTRE FPA ",Instituto
Municipal Pérez Ramos,"CENTRE FPA ",Instituto
De Calonge,null,Instituto
Municipal L'olivera,null,Instituto
Joan Maragall,null,Colegio
La Creu De Barberà,null,Instituto
Centro Público De Educación De Personas Adultas De O Carballiño,null,Colegio
Centro Público De Educación De Personas Adultas De Sarria,null,Colegio
Beniassent,"CENTRE PÚBLIC FPA ",Instituto
Los Dos Prados,null,Instituto
Ribagorza,null,Instituto
Centro Público De Educación De Personas Adultas De Vilalba,null,Colegio
Municipal Vega Baja,"CENTRE FPA ",Instituto
Elena Martín Vivaldi,null,Instituto
La Dehesa,null,Instituto
Pintor Zuloaga,null,Instituto
Municipal La Barraca,"CENTRE FPA ",Instituto
Gérgal,null,Instituto
Hermanas Catalán De Ocón,null,Instituto
Balcón De Europa,null,Instituto
Aula De Educación De Adultos De El Casar,null,Instituto
Aula De Educación De Adultos De Trijueque,null,Instituto
Aula De Educación De Adultos De Santa Cruz De Mudela,null,Instituto
De Monzón,null,Instituto
El Roure,null,Instituto
Val D'aran,null,Instituto
Hins-ashar,null,Instituto
Paulo Freire,"CENTRE PÚBLIC FPA ",Instituto
De Vidreres,null,Instituto
Urgavo,null,Instituto
Aula Los Santos De Maimona,null,Instituto
Natura,null,Instituto
Villafranco Del Guadalquivir,null,Instituto
El Manantial,"CENTRE PÚBLIC FPA ",Instituto
Municipal De Picanya,"CENTRE FPA ",Instituto
La Estación,null,Instituto
El Pedroso,null,Instituto
Centelles,null,Instituto
La Manchuela,null,Instituto
Río Guadalfeo,null,Instituto
La Chanca,null,Instituto
Nuestra Señora Del Carmen,null,Instituto
Vilafranca Del Penedès,null,Instituto
Municipal De Castellnovo,"CENTRO FPA ",Instituto
Cepa Ciutadella,null,Instituto
Rioja Alta,null,Instituto
Jaén,null,Instituto
Casarabonela,null,Instituto
Villanueva De Córdoba-conquista,null,Instituto
San Juan,null,Colegio
Zafarraya,null,Instituto
Margen Izquierda,null,Instituto
Joan Carles I,null,Instituto
Nueva Ilusión,null,Instituto
Los Lindes,null,Instituto
Benalauría,null,Instituto
Usías,null,Instituto
Municipal Alfonso Iniesta,"CENTRE FPA ",Instituto
Municipal De Quatretonda,"CENTRE FPA ",Instituto
Aula De Ribera Del Fresno,null,Instituto
La Atalaya,"CENTRO PÚBLICO FPA ",Instituto
Benaoján,null,Instituto
El Vígia(mazagón),null,Instituto
Gilena,null,Instituto
Fuentes De Andalucía,null,Instituto
Del Pont De Suert,null,Instituto
Cipriano Mora Ramirez,null,Instituto
Jubrique,null,Instituto
Josefa Trujillo,null,Instituto
Vilaseca,null,Instituto
De Utebo,null,Instituto
Aula Del Cea Noroeste,null,Instituto
De Pereiro De Aguiar,null,Instituto
La Calahorra-aldeire,null,Instituto
Carmen Conde Abellán,null,Instituto
Federico García Lorca(tíjola-armuña),null,Instituto
Municipal De Massanassa,"CENTRE FPA ",Instituto
Municipal De Canals,"CENTRE FPA ",Instituto
Juanita La Larga,null,Instituto
Telde-la Herradura,null,Instituto
La Corta,null,Instituto
Marqués De Benicarló,"CENTRE PÚBLIC FPA ",Instituto
Hinojosa Del Duque,null,Instituto
Francisco Alba,null,Instituto
Conde De Aranda,null,Instituto
Villa De Los Barrios,null,Instituto
Los Llanos,null,Instituto
Municipal De San Miguel De Salinas,"CENTRO FPA ",Instituto
Tajo Del águila,null,Instituto
La Hispanidad,null,Instituto
L'aladern,"CENTRE PÚBLIC FPA ",Instituto
Aula De Losar De La Vera,null,Instituto
Municipal Enrique Tierno Galván,"CENTRE FPA ",Instituto
Reus,null,Instituto
Alto Mijares,"CENTRO PÚBLICO FPA ",Instituto
Manuel Oliveras,null,Instituto
Najera,null,Instituto
José María Iribarren,null,Instituto
Aula De Educación De Adultos De La Puebla De Almoradiel,null,Instituto
Municipal Paulo Freire,"CENTRE FPA ",Instituto
Exea,null,Instituto
De Cella,null,Instituto
María Bejarano,null,Instituto
L'illa Dels Garroferets,"CENTRE PÚBLIC FPA ",Instituto
Municipal De Silla,"CENTRE FPA ",Instituto
Municipal De Rafal,"CENTRO FPA ",Instituto
Pinares,null,Instituto
Aula De Educación De Adultos De Socuéllamos,null,Instituto
Telde-jinámar,null,Instituto
Polígono Norte,null,Instituto
Municipal De Xixona,"CENTRE FPA ",Instituto
Municipal De Meliana,"CENTRE FPA ",Instituto
De Teixeiro,null,Instituto
Juan José Lorente,null,Instituto
Ramón Ortega,"CENTRE PÚBLIC FPA ",Instituto
De Talarrubias,null,Instituto
Legion V,null,Instituto
Isabel De Segura,null,Instituto
Santa Marta De Tormes,null,Instituto
Ignacio De Toledo,null,Instituto
Municipal De Turís,"CENTRE FPA ",Instituto
Les Bernardes,null,Instituto
La Puebla De Los Infantes,null,Instituto
Córdoba,null,Instituto
Cabo De Gata,null,Instituto
Alicún De Ortega-dehesa De Guadix-gorafe-villanueva De Las Torres,null,Instituto
Parque Cruz Conde,null,Instituto
Las Peñuelas,null,Instituto
San Pedro(cabezas Rubias-santa Bárbara De Casas),null,Instituto
Sant Marcel·lí,"CENTRE PÚBLIC FPA ",Instituto
Rosa Verde(san Pedro De Alcántara-benahavís),null,Instituto
Aula D'adults D'alaior,null,Instituto
De Sant Hilari Sacalm,null,Instituto
Municipal De Utiel,"CENTRO FPA ",Instituto
Zacatín,null,Instituto
Monda,null,Instituto
Aula Santa Eulàlia,null,Instituto
Alto Guadalquivir,null,Instituto
Quinientas Viviendas,null,Instituto
Pueblos Blancos,null,Instituto
Es Piteus,null,Instituto
Municipal Escola D'adults D'alfafar,"CENTRE FPA ",Instituto
Municipal De Soneja,"CENTRO FPA ",Instituto
L'ànec,null,Escuela Infantil
Fòrum,null,Instituto
Rius I Taulet,null,Instituto
E.c.de L'alt Palància,"CENTRO PÚBLICO FPA ",Instituto
Alpujarra Alta(paterna Del Río-bayárcal),null,Instituto
E.c.els Ports,"CENTRE PÚBLIC FPA ",Instituto
Aula De Educación De Adultos De Alcaraz,null,Instituto
Cruz De Humilladero,null,Instituto
Municipal De Los Montesinos,"CENTRO FPA ",Instituto
Artur Martorell,null,Instituto
Almijara,null,Instituto
Aulas De Ed. Básica De Adultos Zona De Estella,null,Instituto
Aula Valencia De Alcántara,null,Instituto
El Mimbral,null,Instituto
Huetor Santillán,null,Instituto
Fuente Vermeja,null,Instituto
América,null,Instituto
Tarifa,null,Instituto
El Jardín,null,Instituto
Tàrrega,null,Instituto
Giribaile,null,Instituto
Acentejo-tacoronte,null,Instituto
Espiel-villaharta,null,Instituto
Yecla,null,Instituto
Aula De Quintana De La Serena,null,Instituto
Valls,null,Instituto
Anamoreta,null,Instituto
La Mezquitilla,null,Instituto
Centro Público De Educación De Personas Adultas De Jávea/xàbia,CENTRE PÚBLIC FPA,Instituto
Alegría,null,Instituto
Albuñuelas,null,Instituto
Castro Del Río,null,Instituto
Municipal De Puig,"CENTRE FPA ",Instituto
Villanueva De La Concepción,null,Instituto
Aula De Educación De Adultos De Campo De Criptana,null,Instituto
Alcaracejos,null,Instituto
Castillo De Consuegra,null,Instituto
Mateo Morales,null,Instituto
Polígono De San Pablo,null,Instituto
Aula De Educación De Adultos De Casasimarro,null,Instituto
Alcolea Del Río,null,Instituto
Estella Del Marqués,null,Instituto
Santa Eufemia-el Guijo,null,Instituto
De Fuentes De Ebro,null,Instituto
El Torno,null,Instituto
Alcoray,null,Instituto
Francesc Layret,null,Instituto
Sant Vicent Ferrer,"CENTRE PÚBLIC FPA ",Instituto
Alarona,null,Instituto
El Bañuelo,null,Instituto
Manuel Fernández,null,Instituto
Aula De Capdepera,null,Instituto
Aula De Educación De Adultos De Membrilla,null,Instituto
Municipal De Bigastro,"CENTRO FPA ",Instituto
Aula De Educación De Adultos De Argamasilla De Alba,null,Instituto
La Llagosta,null,Instituto
Aula De Educación De Adultos De Chinchilla De Monte-aragón,null,Instituto
Centro Público De Educación De Personas Adultas De Cedeira,null,Colegio
Adultos Del Barranco,null,Instituto
Tomares,null,Instituto
Urola Kosta,null,Instituto
Aulas De Ed. Básica De Adultos Zona De Altsasu/alsasua,null,Instituto
Centro Público De Educación De Personas Adultas De Monforte De Lemos,null,Colegio
Aula De Educación De Adultos De Herencia,null,Instituto
Almijar,null,Instituto
Municipal Alonso Latorre,"CENTRE FPA ",Instituto
El Pósito,null,Instituto
Aula De Educación De Adultos De Mora,null,Instituto
Aula De Educación De Adultos De Moral De Calatrava,null,Instituto
Monte Hacho,null,Instituto
Aula De Siruela,null,Instituto
Josefina Molina,null,Instituto
Berguedà,null,Instituto
Epa,null,Colegio
Municipal De L'alcúdia De Crespins,"CENTRE FPA ",Instituto
Aula De Educación De Adultos De Madridejos,null,Instituto
Doña Jimena,null,Instituto
Municipal De Biar,"CENTRE FPA ",Instituto
Aula De Lerma,null,Instituto
A.e.p.a. Arroyo De La Luz,null,Instituto
Aula De Formentera,null,Instituto
Municipal María De Vidaura,"CENTRE FPA ",Instituto
Aula De Educación De Adultos De Mota Del Cuervo,null,Instituto
La Raña,null,Instituto
A.e.p.a. Cabeza Del Buey,null,Instituto
De O Porriño,null,Colegio
Virgen De La Granada,null,Instituto
Aula De Educación De Adultos De El Provencio,null,Instituto
San Antonio De Padua,null,Colegio
De Alcorisa,null,Instituto
Fuensanta,null,Instituto
Aula De Educación De Adultos De Molina,null,Instituto
Los Esteros,null,Instituto
Tremp,null,Instituto
Aula Burguillos Del Cerro,null,Instituto
Centro Público De Educación De Personas Adultas De Nogaredo,null,Colegio
Ribera Del Guadalquivir,null,Instituto
Puebla De Don Fadrique,null,Instituto
Aulas De Ed. Básica De Adultos De La Zona De Tafalla,null,Instituto
Las Minas,null,Instituto
CEPA Del Noroccidente,CEPA,Instituto
Viator,null,Instituto
CEPA Del Suroccidente,CEPA,Instituto
La Torre De Don Lucas (la Victoria - San Sebastián De Los Ballesteros),null,Instituto
Municipal De La Pobla De Vallbona,"CENTRE FPA ",Instituto
Yunquera,null,Instituto
Miguel Hernández Gilabert,null,Instituto
Villanueva Del Duque - Fuente La Lancha,null,Instituto
Trovador Macías,null,Instituto
Telde-casco,null,Instituto
Aula De Educación De Adultos De Las Pedroñeras,null,Instituto
Sant Josep,null,Instituto
Aula De Navalvillar De Pela,null,Instituto
Aula De Educación De Adultos De El Bonillo,null,Instituto
Cepa De Astillero,null,Instituto
Aula De Villadiego,null,Instituto
Centro Público De Educación De Personas Adultas De Almadén,null,Instituto
Girona,null,Instituto
Pilar Sánchez Bancalero,null,Instituto
Alanís,null,Instituto
Nelson Mandela,null,Instituto
Can Rull,null,Instituto
Panturrana,null,Instituto
Los Vélez-oria,null,Instituto
La Llar,null,Instituto
Victoriano Cremer,null,Instituto
Chirivel,null,Instituto
Guadarromán(villarrubia-encinarejo),null,Instituto
Aula De Educación De Adultos De Balazote,null,Instituto
Aula De Logrosan,null,Instituto
Municipal De Foios,"CENTRE FPA ",Instituto
Palmete,null,Instituto
Alcolea,null,Instituto
Municipal Segaria,"CENTRE FPA ",Instituto
Esparreguera,null,Instituto
Celtiberia,null,Instituto
Municipal Ramón Gil De Bonanza,null,Instituto
Manuela Díaz Cabezas,null,Instituto
Cepa Sud,null,Instituto
Bernal Díaz Del Castillo,null,Instituto
Municipal D'alboraya,"CENTRE FPA ",Instituto
Municipal De Tavernes Blanques,"CENTRE FPA ",Instituto
Agüimes-ingenio,null,Instituto
Nicolás Kerche,null,Instituto
El Torcal,null,Instituto
Comarca Nordeste De Tenerife,null,Instituto
De Peñafiel,null,Colegio
Miguel Espinosa Pau,null,Instituto
CEPA De Gijón,CEPA,Instituto
Municipal De Jarafuel,"CENTRO FPA ",Instituto
Lopez Cobos,null,Colegio
Purullena,null,Instituto
Aula De Educación De Adultos De Mocejón,null,Instituto
Beturia,null,Instituto
Badolatosa,null,Instituto
Viento De Levante,null,Instituto
Centro Público De Educación De Personas Adultas De Mislata,CENTRE PÚBLIC FPA,Instituto
Municipal De La Font D'en Carròs,"CENTRE FPA ",Instituto
Peñarroya-pueblonuevo,null,Instituto
Centro Público De Educación De Personas Adultas De Paterna,CENTRE PÚBLIC FPA,Instituto
Centro Público De Educación De Personas Adultas De Torrent,CENTRE PÚBLIC FPA,Instituto
Centro Público De Educación De Personas Adultas De Orihuela,CENTRO PÚBLICO FPA,Instituto
Belmez,null,Instituto
La Llotja,"CENTRE PÚBLIC FPA ",Instituto
Concha Casado,null,Instituto
Sant Cugat Del Vallès,null,Instituto
Los Jardinillos,null,Instituto
Fuente Vaqueros,null,Instituto
Cepa De Los Corrales De Buelna,null,Instituto
Miguel Hernández,"CENTRE PÚBLIC FPA ",Instituto
La Toleta,null,Instituto
Cepa De Miajadas,null,Instituto
Centro Público De Enseñanzas De Vascuence A Personas Adultas,null,Instituto
La Noria,null,Instituto
Cepa De Renedo,null,Instituto
María Verdaguer,null,Instituto
Municipal De Caudiel,"CENTRO FPA ",Instituto
Bergara,null,Instituto
Quemadero,null,Instituto
Aula De Garrovillas De Alconétar,null,Instituto
